Appid,Title,Early Access,Steam Release Date,Price (USD),Adj. review %,Filtered Reviews,All Reviews,Peak CCU,#Followers,PlayTracker rank,Top seller rank,Adj. review %,Metacritic,Opencritic,Hidden gem,Price (USD),Boxleiter Score (80),Gross Revenue,Company Revenue
1351720,Sharks of Mars: Prologue,Not current E.A.; former unknown,2020-07-16,2.99,-1,0,2,-1,31,,-1,-1,-1,,-1,299,0,$0.00,0
1351980,2945VR,Not current E.A.; former unknown,2020-07-13,5.39,-1,0,2,1,21,,7100,-1,-1,,-1,539,0,$0.00,0
1352560,Cartridge Monsters,Not current E.A.; former unknown,2021-03-31,0,-1,0,-1,-1,28,,-1,-1,-1,,-1,0,0,$0.00,0
1352870,Stoirs VR,Not current E.A.; former unknown,2020-07-31,2.24,-1,0,-1,1,9,,-1,-1,-1,,-1,224,0,$0.00,0
1354540,Arcaxer,Not current E.A.; former unknown,2022-01-31,0,-1,0,-1,-1,25,,-1,-1,-1,,-1,0,0,$0.00,0
1354690,Girls' civilization 2 VR,Current E.A.,2021-02-10,0,-1,0,-1,-1,226,,-1,-1,-1,,-1,0,0,$0.00,0
1355070,Aenaon,Current E.A.,2020-07-26,13.99,-1,0,1,-1,8,,-1,-1,-1,,-1,1399,0,$0.00,0
1356030,Page One,Current E.A.,2021-03-01,0,-1,0,-1,-1,58,,-1,-1,-1,,-1,0,0,$0.00,0
1358100,Directional Isolation VR,Not current E.A.; former unknown,2020-07-17,0,-1,0,3,1,18,,-1,-1,-1,,-1,0,0,$0.00,0
1358140,Cooking Simulator VR,Not current E.A.; former unknown,2021-03-31,0,-1,0,-1,-1,1790,28470,-1,-1,-1,,-1,0,0,$0.00,0
1358180,Gerrymander Madness,Not current E.A.; former unknown,2020-07-28,0,-1,0,5,-1,23,,-1,-1,-1,,-1,0,0,$0.00,0
1358860,Groove Fit Kingdom!,Not current E.A.; former unknown,2020-07-15,0,-1,0,9,2,36,,-1,-1,-1,,-1,0,0,$0.00,0
1359280,SEX Cruise VR,Not current E.A.; former unknown,2020-07-25,13.99,-1,0,7,2,249,,-1,-1,-1,,-1,1399,0,$0.00,0
1359340,Fairy Bubble,Not current E.A.; former unknown,2020-08-12,6.99,-1,0,1,-1,8,,-1,-1,-1,,-1,699,0,$0.00,0
1360040,uVolley,Not current E.A.; former unknown,2020-07-24,0,-1,0,7,6,43,,-1,-1,-1,,-1,0,0,$0.00,0
1361470,illuminati Simulator VR,Not current E.A.; former unknown,2020-07-17,9.99,-1,0,2,-1,14,,-1,-1,-1,,-1,999,0,$0.00,0
1361490,All Hail The Cook-o-tron,Not current E.A.; former unknown,2020-12-20,24.99,-1,0,5,3,99,,6344,-1,-1,,-1,2499,0,$0.00,0
1362010,"SEX, Drugs and CYBERPUNK",Not current E.A.; former unknown,2022-12-31,0,-1,0,-1,-1,428,,-1,-1,-1,,-1,0,0,$0.00,0
1362290,GalaxySpace VR,Current E.A.,2020-07-21,3.99,-1,0,-1,-1,8,,-1,-1,-1,,-1,399,0,$0.00,0
1363200,Wings Of Legends,Not current E.A.; former unknown,2020-07-31,4.99,-1,0,3,1,32,,-1,-1,-1,,-1,499,0,$0.00,0
1364340,OPERATION SERPENS,Not current E.A.; former unknown,2020-07-22,7.99,-1,0,89,5,107,,10674,-1,-1,,-1,799,0,$0.00,0
1364400,The Holy City,Not current E.A.; former unknown,2020-08-01,19.99,-1,0,2,2,35,,11943,-1,-1,,-1,1999,0,$0.00,0
1364450,The Ground Division,Current E.A.,2021-12-31,0,-1,0,-1,-1,377,,-1,-1,-1,,-1,0,0,$0.00,0
1365950,VR Hentai room,Not current E.A.; former unknown,2020-07-22,8.99,-1,0,3,-1,68,,6882,-1,-1,,-1,899,0,$0.00,0
1367220,Wild Gun,Not current E.A.; former unknown,2020-12-10,19.99,-1,0,1,1,14,,-1,-1,-1,,-1,1999,0,$0.00,0
1367270,BATTLESCAR: Punk Was Invented By Girls,Not current E.A.; former unknown,2020-12-31,0,-1,0,-1,-1,44,,-1,-1,-1,,-1,0,0,$0.00,0
1367730,PLUGGED,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,9,,-1,-1,-1,,-1,0,0,$0.00,0
1368330,"VR Marco Polo's Travelling in Medieval Asia (The Far East, Chinese, Japanese, Shogun, Khitan...revisit A.D. 1290)",Not current E.A.; former unknown,2020-07-27,14.99,-1,0,-1,-1,9,,9099,-1,-1,,-1,1499,0,$0.00,0
1368880,Corona Kombat,Not current E.A.; former unknown,2020-07-29,3.99,-1,0,3,-1,6,,-1,-1,-1,,-1,399,0,$0.00,0
1370130,Rezzil Player 21,Not current E.A.; former unknown,2022-01-31,0,-1,0,-1,-1,38,,-1,-1,-1,,-1,0,0,$0.00,0
1370470,Paralax Vr Aim Trainer,Current E.A.,2020-07-31,0.59,-1,0,6,1,26,,9296,-1,-1,,-1,59,0,$0.00,0
1370510,Tahul,Not current E.A.; former unknown,2020-08-17,0,-1,0,7,1,12,,-1,-1,-1,,-1,0,0,$0.00,0
1372120,"VR Time Machine Travelling in history: Medieval Castle, Fort, and Village Life in 1071-1453 Europe",Not current E.A.; former unknown,2020-07-31,9.99,-1,0,1,-1,15,,12227,-1,-1,,-1,999,0,$0.00,0
1372390,Cosmic Disco,Current E.A.,2020-12-27,14.99,-1,0,9,3,11,,-1,-1,-1,,-1,1499,0,$0.00,0
1372480,Shots,Current E.A.,2021-07-31,0,-1,0,-1,-1,48,,-1,-1,-1,,-1,0,0,$0.00,0
1373100,VR Museum,Not current E.A.; former unknown,2020-11-30,0,-1,0,-1,-1,40,,-1,-1,-1,,-1,0,0,$0.00,0
1373310,OUBEY VR - Samurai,Not current E.A.; former unknown,2020-08-06,0,-1,0,6,1,20,,-1,-1,-1,,-1,0,0,$0.00,0
1374200,Lockdown VR: Kidnapped,Not current E.A.; former unknown,2020-08-20,9.99,-1,0,11,5,15,,-1,-1,-1,,-1,999,0,$0.00,0
1374330,"VR Time Travelling in Medieval Towns and Islands: Magellan's Life in ancient Europe, the Great Exploration Age, and A.D.1500 Time Machine",Not current E.A.; former unknown,2020-08-05,9.99,-1,0,2,1,14,,12699,-1,-1,,-1,999,0,$0.00,0
1374540,VR City Exhibition - Cute Anime Girls,Not current E.A.; former unknown,2020-08-28,0,50,0,0,-1,13,,-1,50,-1,,-1,,0,$0.00,0
1374570,VR City Exhibition - Hot Fantasy Girls,Not current E.A.; former unknown,1970-01-01,0,50,0,0,-1,23,,-1,50,-1,,-1,,0,$0.00,0
1376170,2945VR Demo,Not current E.A.; former unknown,2020-09-12,0,50,0,1,-1,13,,-1,50,-1,,-1,,0,$0.00,0
1376310,Orc invasion,Current E.A.,2021-12-31,0,-1,0,-1,-1,23,,-1,-1,-1,,-1,0,0,$0.00,0
1376580,Alien Dawn,Not current E.A.; former unknown,2021-04-20,0,-1,0,-1,-1,60,,-1,-1,-1,,-1,0,0,$0.00,0
1377110,Bake Star VR,Not current E.A.; former unknown,2020-09-24,0,-1,0,-1,-1,11,,-1,-1,-1,,-1,0,0,$0.00,0
1377300,Summer Seduction VR,Not current E.A.; former unknown,2021-01-22,0,-1,0,-1,-1,432,,-1,-1,-1,,-1,0,0,$0.00,0
1377430,Sword Reverie,Current E.A.,2021-05-31,0,-1,0,-1,-1,421,,-1,-1,-1,,-1,0,0,$0.00,0
1378270,WanderVR,Not current E.A.; former unknown,2022-03-31,0,-1,0,-1,-1,10,,-1,-1,-1,,-1,0,0,$0.00,0
1378470,Now There Be Goblins,Not current E.A.; former unknown,2021-09-30,0,-1,0,-1,-1,44,,-1,-1,-1,,-1,0,0,$0.00,0
1378570,Crazy Music Tennis,Not current E.A.; former unknown,2020-11-09,9.99,-1,0,-1,-1,7,,-1,-1,-1,,-1,999,0,$0.00,0
1378780,BloodBlast VR,Current E.A.,2022-03-31,0,-1,0,-1,-1,9,,-1,-1,-1,,-1,0,0,$0.00,0
1378840,Learn Spanish VR,Not current E.A.; former unknown,2020-09-17,19.99,-1,0,1,-1,15,,-1,-1,-1,,-1,1999,0,$0.00,0
1379050,Mystical Mayhem,Current E.A.,2020-10-29,8.39,-1,0,6,-1,20,,-1,-1,-1,,-1,839,0,$0.00,0
1379350,Frogworld,Current E.A.,2020-08-14,7.99,-1,0,1,1,21,,-1,-1,-1,,-1,799,0,$0.00,0
1380070,Slaves of Rome,Not current E.A.; former unknown,2021-03-31,0,-1,0,-1,-1,433,,-1,-1,-1,,-1,0,0,$0.00,0
1380250,Timber Jump VR,Not current E.A.; former unknown,2020-09-04,14.99,-1,0,2,2,15,,-1,-1,-1,,-1,1499,0,$0.00,0
1380660,Soulpath: the final journey,Not current E.A.; former unknown,2021-03-04,0,-1,0,-1,-1,9,,-1,-1,-1,,-1,0,0,$0.00,0
1380850,Virtual Vacations,Current E.A.,2020-08-12,14.99,-1,0,-1,1,24,,-1,-1,-1,,-1,1499,0,$0.00,0
1381720,OUBEY VR – Reise der Monaden,Not current E.A.; former unknown,2020-08-11,0,-1,0,6,1,15,,-1,-1,-1,,-1,0,0,$0.00,0
1382350,The Beast of Stormy Forest,Not current E.A.; former unknown,2020-09-29,0,-1,0,1,1,17,,-1,-1,-1,,-1,0,0,$0.00,0
1382670,FIRE  TRUMP - Air Combat VR,Not current E.A.; former unknown,2020-09-16,4.99,-1,0,2,-1,14,,-1,-1,-1,,-1,499,0,$0.00,0
1382710,OUBEY VR – Cosmic Voyage,Not current E.A.; former unknown,2020-08-11,0,-1,0,4,-1,18,,-1,-1,-1,,-1,0,0,$0.00,0
1383690,A Wake Inn,Not current E.A.; former unknown,2021-03-31,0,-1,0,-1,-1,107,,-1,-1,-1,,-1,0,0,$0.00,0
1384390,Photo Studio,Current E.A.,2020-10-03,9.99,-1,0,7,2,73,,-1,-1,-1,,-1,999,0,$0.00,0
1384520,WOODS Part I,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,1018,,-1,-1,-1,,-1,0,0,$0.00,0
1384570,Kanały '44,Not current E.A.; former unknown,2020-10-16,13.99,-1,0,-1,-1,39,,-1,-1,-1,,-1,1399,0,$0.00,0
1384910,Shinobi Breaker,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,10,,-1,-1,-1,,-1,0,0,$0.00,0
1386530,VR Travelling in the Roman Empire (VR Rome Time machine travel in history),Not current E.A.; former unknown,2020-08-18,1.99,-1,0,5,2,-1,,9995,-1,-1,,-1,199,0,$0.00,0
1386560,Fancy Skiing Ⅲ Pro,Not current E.A.; former unknown,2020-08-18,8.39,-1,0,1,1,9,,14148,-1,-1,,-1,839,0,$0.00,0
1386680,Rain Leak Life -  雨漏り人生,Not current E.A.; former unknown,2020-10-01,3.99,-1,0,1,-1,9,,-1,-1,-1,,-1,399,0,$0.00,0
1386870,Wraith: The Oblivion - Afterlife,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,341,,-1,-1,-1,,-1,0,0,$0.00,0
1386890,Hyper Dash,Not current E.A.; former unknown,2021-03-31,0,-1,0,-1,-1,30,,-1,-1,-1,,-1,0,0,$0.00,0
1387190,Our America,Not current E.A.; former unknown,2022-02-28,0,-1,0,-1,-1,12,,-1,-1,-1,,-1,0,0,$0.00,0
1388030,Bocce VR Simulator,Not current E.A.; former unknown,2020-09-18,2.35,-1,0,7,1,28,,8349,-1,-1,,-1,235,0,$0.00,0
1389070,HOLY QURAN VR EXPERİENCE,Not current E.A.; former unknown,2020-09-15,7.99,-1,0,15,1,25,,13552,-1,-1,,-1,799,0,$0.00,0
1389690,Battle Blocks,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,19,,-1,-1,-1,,-1,0,0,$0.00,0
1389980,Zombies!,Not current E.A.; former unknown,2021-03-31,0,-1,0,-1,-1,18,,-1,-1,-1,,-1,0,0,$0.00,0
1390650,SimpleProject,Not current E.A.; former unknown,2020-12-31,0,-1,0,-1,-1,37,,-1,-1,-1,,-1,0,0,$0.00,0
1391540,Überläufer,Not current E.A.; former unknown,2021-05-31,0,-1,0,-1,-1,46,,-1,-1,-1,,-1,0,0,$0.00,0
1391940,DogFight,Not current E.A.; former unknown,2020-11-11,0,-1,0,-1,1,15,,-1,-1,-1,,-1,0,0,$0.00,0
1392690,Gravitational,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,19,,-1,-1,-1,,-1,0,0,$0.00,0
1393650,BlockBustersVR,Not current E.A.; former unknown,2020-10-13,5.99,-1,0,1,-1,4,,13481,-1,-1,,-1,599,0,$0.00,0
1394140,You Can Pet The Dog VR,Not current E.A.; former unknown,2020-08-28,4.99,-1,0,9,1,11,,10572,-1,-1,,-1,499,0,$0.00,0
1394150,Official Wicked Vixen Silicone Scramble,Not current E.A.; former unknown,2020-09-16,0.99,-1,0,-1,-1,14,,14161,-1,-1,,-1,99,0,$0.00,0
1394210,Strike VR,Not current E.A.; former unknown,2020-09-03,14.99,-1,0,3,1,11,,-1,-1,-1,,-1,1499,0,$0.00,0
1394300,Reflect-on,Current E.A.,2020-11-29,9.99,-1,0,-1,-1,13,,-1,-1,-1,,-1,999,0,$0.00,0
1394410,Mysterica,Not current E.A.; former unknown,2020-10-09,7.99,-1,0,2,2,14,,-1,-1,-1,,-1,799,0,$0.00,0
1394640,Dark Room VR,Not current E.A.; former unknown,2020-09-01,0,-1,0,5,1,15,,-1,-1,-1,,-1,0,0,$0.00,0
1395780,Punchout: Music,Current E.A.,2020-09-17,14.99,-1,0,1,-1,14,,-1,-1,-1,,-1,1499,0,$0.00,0
1397230,"VR Time Machine Travelling in history: Visit ancient Egypt, Babylon and Greece in B.C. 400",Not current E.A.; former unknown,2020-08-30,9.99,-1,0,3,-1,11,,11644,-1,-1,,-1,999,0,$0.00,0
1397390,The Break-In,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,73,,-1,-1,-1,,-1,0,0,$0.00,0
1398790,Boobs VR,Not current E.A.; former unknown,2020-09-05,8.99,-1,0,4,1,26,,5564,-1,-1,,-1,899,0,$0.00,0
1399150,"VR Time Machine Travelling in ancient civilizations: Mayan Kingdom, Inca Empire, Indians, and Aztecs before conquest A.D.1000",Not current E.A.; former unknown,2020-09-02,9.99,-1,0,2,1,13,,9749,-1,-1,,-1,999,0,$0.00,0
1399400,VR historical journey to the Buddhist civilizations: VR ancient India and Asia,Not current E.A.; former unknown,2020-09-22,1.99,-1,0,2,-1,11,,12680,-1,-1,,-1,199,0,$0.00,0
1399440,Animal Shelter VR,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,31,,-1,-1,-1,,-1,0,0,$0.00,0
1400450,Dino Eruption,Current E.A.,2021-01-15,0,-1,0,-1,-1,34,,-1,-1,-1,,-1,0,0,$0.00,0
1400560,Priest vs. Poltergeist,Current E.A.,2021-12-31,0,-1,0,-1,-1,11,,-1,-1,-1,,-1,0,0,$0.00,0
1401070,Quest for Runia,Not current E.A.; former unknown,2021-01-02,9.99,-1,0,3,2,25,,12573,-1,-1,,-1,999,0,$0.00,0
1401670,Handy Machines VR,Not current E.A.; former unknown,2020-09-30,2.99,-1,0,1,-1,5,,-1,-1,-1,,-1,299,0,$0.00,0
1401970,Galaxy Kart VR,Current E.A.,2021-09-01,0,-1,0,-1,-1,17,,-1,-1,-1,,-1,0,0,$0.00,0
1402020,SCP: Labrat,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,1173,,-1,-1,-1,,-1,0,0,$0.00,0
1403040,Physics Sandbox VR,Not current E.A.; former unknown,2020-12-09,3.99,-1,0,1,1,8,,9188,-1,-1,,-1,399,0,$0.00,0
1403370,Zenith MMO,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,1435,,-1,-1,-1,,-1,0,0,$0.00,0
1403400,Sky Squadron,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,38,,-1,-1,-1,,-1,0,0,$0.00,0
1403460,Flavortown,Not current E.A.; former unknown,2020-10-30,5.99,-1,0,9,2,27,,8689,-1,-1,,-1,599,0,$0.00,0
1403520,Forest Farm,Not current E.A.; former unknown,2021-04-15,0,-1,0,-1,-1,59,,-1,-1,-1,,-1,0,0,$0.00,0
1403960,ATTACK OF THE EVIL POOP VR,Not current E.A.; former unknown,2021-04-16,0,-1,0,-1,-1,17,,-1,-1,-1,,-1,0,0,$0.00,0
1404330,VR Quiet Life,Not current E.A.; former unknown,2022-04-30,0,-1,0,-1,-1,15,,-1,-1,-1,,-1,0,0,$0.00,0
1404750,Mind Muscle VR,Not current E.A.; former unknown,2020-12-05,0,-1,0,2,1,17,,-1,-1,-1,,-1,0,0,$0.00,0
1405170,"VR historical journey to the age of Crusaders: Medieval Jerusalem, Saracen Cities, Arabic Culture, East Land",Not current E.A.; former unknown,2020-09-22,1.99,-1,0,4,-1,9,,13958,-1,-1,,-1,199,0,$0.00,0
1405960,VR Travelling in 18th-19th Century Europe,Not current E.A.; former unknown,2020-09-16,9.99,-1,0,2,-1,13,,11835,-1,-1,,-1,999,0,$0.00,0
1405970,Once upon a time in the Gold Rush VR: shoot and ride,Not current E.A.; former unknown,2020-11-11,9.99,-1,0,1,-1,8,,13519,-1,-1,,-1,999,0,$0.00,0
1406750,Virtual Ricochet,Current E.A.,2020-11-02,10.49,-1,0,2,2,23,,-1,-1,-1,,-1,1049,0,$0.00,0
1407540,Flying Things,Not current E.A.; former unknown,2021-04-01,0,-1,0,-1,-1,12,,-1,-1,-1,,-1,0,0,$0.00,0
1408000,Shot of Rhythm,Not current E.A.; former unknown,2020-09-24,4.99,-1,0,1,-1,8,,-1,-1,-1,,-1,499,0,$0.00,0
1408230,Walkabout Mini Golf VR,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,99,,-1,-1,-1,,-1,0,0,$0.00,0
1408490,Historical Games: Chariot Racing,Not current E.A.; former unknown,2020-11-13,9.99,-1,0,1,1,17,,-1,-1,-1,,-1,999,0,$0.00,0
1409320,VR Travelling towards World War III Scenario: Post Nuclear War Earth Fantasy,Not current E.A.; former unknown,2020-09-15,1.99,-1,0,2,-1,12,,14376,-1,-1,,-1,199,0,$0.00,0
1409330,VR Travelling back to our childhoods: VR 1980s,Not current E.A.; former unknown,2020-09-15,9.99,-1,0,2,-1,9,,12228,-1,-1,,-1,999,0,$0.00,0
1409340,Pray in VR Medieval Christian Churches,Not current E.A.; former unknown,2020-11-25,0.49,-1,0,2,-1,9,,12257,-1,-1,,-1,49,0,$0.00,0
1409540,Summoner VR : The ruined village,Not current E.A.; former unknown,2020-09-17,0,-1,0,13,2,72,,4735,-1,-1,,-1,,0,$0.00,0
1410000,CanopySim-Skydive Landing Simulator,Not current E.A.; former unknown,2021-01-05,9.99,-1,0,2,-1,15,,-1,-1,-1,,-1,999,0,$0.00,0
1411400,CYBERSPACE VR,Current E.A.,2022-01-31,0,-1,0,-1,-1,21,,-1,-1,-1,,-1,0,0,$0.00,0
1414060,Lone Archer,Not current E.A.; former unknown,2020-10-15,4.99,-1,0,1,-1,12,,-1,-1,-1,,-1,499,0,$0.00,0
1414290,VR Maze,Not current E.A.; former unknown,2020-10-09,9.99,-1,0,-1,-1,10,,12146,-1,-1,,-1,999,0,$0.00,0
1415030,Typo,Current E.A.,1970-01-01,0,-1,0,-1,-1,16,,-1,-1,-1,,-1,0,0,$0.00,0
1416820,Brutal Wizardry,Not current E.A.; former unknown,2021-02-17,0,-1,0,-1,-1,18,,-1,-1,-1,,-1,0,0,$0.00,0
1416850,Astrotour VR,Not current E.A.; former unknown,2020-09-23,9.99,-1,0,6,1,9,,8909,-1,-1,,-1,999,0,$0.00,0
1416930,Infected Prison,Not current E.A.; former unknown,2020-12-21,0,-1,0,-1,-1,47,,-1,-1,-1,,-1,0,0,$0.00,0
1416970,Elise's Peepshow,Not current E.A.; former unknown,2021-01-08,14.99,-1,0,3,3,130,,2205,-1,-1,,-1,1499,0,$0.00,0
1417130,Planet LEV,Not current E.A.; former unknown,2020-12-10,0,-1,0,3,3,17,,-1,-1,-1,,-1,0,0,$0.00,0
1417740,Reality End,Current E.A.,2020-10-27,1.99,-1,0,2,1,15,,-1,-1,-1,,-1,199,0,$0.00,0
1419110,VR Hentai Girl,Not current E.A.; former unknown,2020-10-06,8.99,-1,0,-1,2,41,,6998,-1,-1,,-1,899,0,$0.00,0
1419360,Hyper Psychic Gauntlets,Not current E.A.; former unknown,2020-12-03,8.99,-1,0,2,1,24,,-1,-1,-1,,-1,899,0,$0.00,0
1419580,ToVer Defense,Not current E.A.; former unknown,2020-10-22,0,-1,0,-1,1,11,,-1,-1,-1,,-1,0,0,$0.00,0
1421140,Power Washer Hero,Not current E.A.; former unknown,2022-02-28,0,-1,0,-1,-1,4,,-1,-1,-1,,-1,0,0,$0.00,0
1421310,Secret of Harrow Manor 2,Not current E.A.; former unknown,2020-10-06,3.99,-1,0,2,-1,16,,-1,-1,-1,,-1,399,0,$0.00,0
1421610,DEUS EX MACHINA: Episode 1,Not current E.A.; former unknown,2020-11-24,9.99,-1,0,-1,-1,9,,-1,-1,-1,,-1,999,0,$0.00,0
1422730,Hijacker Jack,Not current E.A.; former unknown,2020-12-07,5.99,-1,0,16,1,76,,8137,-1,-1,,-1,599,0,$0.00,0
1423090,Monster Collector,Current E.A.,2022-02-28,0,-1,0,-1,-1,40,,-1,-1,-1,,-1,0,0,$0.00,0
1423720,Antiprism,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,9,,-1,-1,-1,,-1,0,0,$0.00,0
1424190,Curious Alice,Not current E.A.; former unknown,2012-02-22,4.99,-1,0,-1,-1,-1,,13857,-1,-1,,-1,499,0,$0.00,0
1424930,Connect Chat,Current E.A.,2021-12-31,0,-1,0,-1,-1,-1,,-1,-1,-1,,-1,0,0,$0.00,0
1425240,Match It!,Not current E.A.; former unknown,2020-10-20,0,-1,0,6,-1,9,,-1,-1,-1,,-1,0,0,$0.00,0
1425330,Eye of the Beholder,Not current E.A.; former unknown,2020-11-30,0,-1,0,4,-1,19,,-1,-1,-1,,-1,0,0,$0.00,0
1425720,Human Constructor VR,Not current E.A.; former unknown,2020-10-11,24.99,-1,0,2,1,22,,-1,-1,-1,,-1,2499,0,$0.00,0
1426560,Ghost Opera House 剧院魅影,Not current E.A.; former unknown,2021-01-01,9.99,-1,0,6,4,9,,14531,-1,-1,,-1,999,0,$0.00,0
1427770,Rhythm 'n Bullets,Not current E.A.; former unknown,2020-11-09,4.99,-1,0,1,1,6,,-1,-1,-1,,-1,499,0,$0.00,0
1429530,Azlan: Rise of the Burlpups,Not current E.A.; former unknown,2020-12-22,19.99,-1,0,5,1,8,,-1,-1,-1,,-1,1999,0,$0.00,0
1429700,ARCADEON VR,Current E.A.,2020-12-11,3.99,-1,0,1,-1,9,,-1,-1,-1,,-1,399,0,$0.00,0
1429800,Chandrayaan VR,Not current E.A.; former unknown,2020-12-28,4,-1,0,1,1,3,,14882,-1,-1,,-1,400,0,$0.00,0
1429890,Singularity,Not current E.A.; former unknown,2020-12-21,0,-1,0,4,1,20,,-1,-1,-1,,-1,0,0,$0.00,0
1430040,Jump Again!,Not current E.A.; former unknown,2020-10-23,1.99,-1,0,2,1,10,,-1,-1,-1,,-1,199,0,$0.00,0
1431370,ThrustWorks,Not current E.A.; former unknown,2020-10-22,7.19,-1,0,-1,-1,8,,-1,-1,-1,,-1,719,0,$0.00,0
1432060,Monster Circus VR - The Ultimate Horror Exhibition,Not current E.A.; former unknown,2020-10-23,0,-1,0,-1,-1,5,,-1,-1,-1,,-1,,0,$0.00,0
1432610,Royale Archer VR,Not current E.A.; former unknown,2020-12-15,12.99,-1,0,7,2,15,,-1,-1,-1,,-1,1299,0,$0.00,0
1433040,Dragon's Fury VR,Current E.A.,2021-01-12,0,-1,0,-1,-1,4,,-1,-1,-1,,-1,0,0,$0.00,0
1435630,Project : SKYSCAPE,Current E.A.,2021-03-01,0,-1,0,-1,-1,34,,-1,-1,-1,,-1,0,0,$0.00,0
1435960,Potato Party: Hash It Out,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,3,,-1,-1,-1,,-1,0,0,$0.00,0
1436440,Sleeper Cell,Current E.A.,2021-03-31,0,-1,0,-1,-1,69,,-1,-1,-1,,-1,0,0,$0.00,0
1437280,Project Terminus VR,Current E.A.,2022-02-28,0,-1,0,-1,-1,7,,-1,-1,-1,,-1,0,0,$0.00,0
1437580,Solicitude Wake-up,Not current E.A.; former unknown,2020-11-09,4.99,-1,0,4,-1,14,,-1,-1,-1,,-1,499,0,$0.00,0
1437770,RevolVR 3,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,105,,-1,-1,-1,,-1,0,0,$0.00,0
1438750,Halloween Decoration Sandbox,Not current E.A.; former unknown,2020-10-26,9.99,-1,0,-1,1,6,,-1,-1,-1,,-1,999,0,$0.00,0
1439040,Squingle,Not current E.A.; former unknown,2021-02-10,0,-1,0,-1,-1,15,,-1,-1,-1,,-1,0,0,$0.00,0
1440050,Объемная История,Current E.A.,2020-12-08,0,-1,0,1,1,37,,-1,-1,-1,,-1,0,0,$0.00,0
1441210,Beat the Nightmare – Evil Dreams Simulator VR,Not current E.A.; former unknown,2020-11-13,9.99,-1,0,-1,-1,-1,,11271,-1,-1,,-1,999,0,$0.00,0
1441500,Traceur's Dreamlab VR,Not current E.A.; former unknown,2021-01-05,16.99,-1,0,2,-1,20,,-1,-1,-1,,-1,1699,0,$0.00,0
1441690,ZendoVR,Not current E.A.; former unknown,2020-11-09,2.99,-1,0,1,-1,14,,14300,-1,-1,,-1,299,0,$0.00,0
1443620,Pirates VR: Jolly Roger,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,181,,-1,-1,-1,,-1,0,0,$0.00,0
1443690,WirtschaftsWoche Virtual Reality,Not current E.A.; former unknown,2020-12-31,4.49,-1,0,-1,-1,13,,-1,-1,-1,,-1,449,0,$0.00,0
1444570,Fantasy Royal VR,Current E.A.,2020-12-06,0,-1,0,1,-1,9,,-1,-1,-1,,-1,0,0,$0.00,0
1445010,Rocket Explorer,Not current E.A.; former unknown,1970-01-01,0,-1,0,-1,-1,208,,-1,-1,-1,,-1,0,0,$0.00,0
1445410,Aka Ninja VR,Not current E.A.; former unknown,2022-01-31,0,-1,0,-1,-1,10,,-1,-1,-1,,-1,0,0,$0.00,0
1446640,Rifle Dodger,Current E.A.,2020-11-06,6.99,-1,0,5,-1,10,,-1,-1,-1,,-1,699,0,$0.00,0
1447210,Obey The Law,Current E.A.,2020-11-02,14.99,-1,0,2,1,24,,-1,-1,-1,,-1,1499,0,$0.00,0
1447400,Samurai Slaughter House,Not current E.A.; former unknown,2021-12-31,0,-1,0,-1,-1,27,,-1,-1,-1,,-1,0,0,$0.00,0
1447740,Queerskins: ark,Not current E.A.; former unknown,2020-10-31,0,-1,0,-1,-1,7,,-1,-1,-1,,-1,0,0,$0.00,0
1448140,Beat Bolt City,Current E.A.,2021-02-01,0,-1,0,-1,-1,13,,-1,-1,-1,,-1,0,0,$0.00,0
1448300,Nuri VR - Coding,Not current E.A.; former unknown,2020-11-01,0,-1,0,-1,-1,12,,-1,-1,-1,,-1,0,0,$0.00,0
1448330,ELIOS VR,Not current E.A.; former unknown,2021-02-01,0,-1,0,-1,-1,53,,-1,-1,-1,,-1,0,0,$0.00,0
1448450,Super Power: Rising of A.I.,Not current E.A.; former unknown,2020-12-01,19.99,-1,0,-1,-1,7,,-1,-1,-1,,-1,1999,0,$0.00,0
1448950,Glitch Assassin,Not current E.A.; former unknown,2020-10-31,4.99,-1,0,3,-1,13,,10699,-1,-1,,-1,499,0,$0.00,0
1449840,Escape Together,Not current E.A.; former unknown,2020-11-09,0,-1,0,-1,-1,42,,-1,-1,-1,,-1,0,0,$0.00,0
